service_id,service_name,provider_name,service_description,description_spanish,address,phone,other_contact,link
87,"the Montgomery Coalition for
 Adult English Literacy (MCAEL),","Montgomery county ","We strengthen and build adult English language 
learning programs and instruction to further 
individual and family success at work, 
school and in the community.","Reforzamos y construimos programas de inglés para adultos y de instrucción para fomentar el éxito individual y familiar en el trabajo, la escuela y la comunidad.","9210 Corporate Blvd., Suite 480
Rockville, MD 20850",301-881-1338,Contact@MCAEL.org,https://www.mcael.org/
88,Conservation Awareness,"CHISPA/Maryland League of Conservation Voters

","Chispa Maryland builds the capacity of Latinxs and their families to 
influence policy makers and pressure polluters  to protect communities’ 
rights to clean air and water, healthy neighborhoods, and a safe 
climate for generations to come.","Chispa Maryland refuerza la capacidad de los latinos y sus familias para influir en los responsables políticos y presionar a los contaminadores con el fin de proteger los derechos de las comunidades a un aire y un agua limpios, unos barrios sanos y un clima seguro para las generaciones venideras.","30 West Street, Suite C
Annapolis, MD 21401
410-280-9855
 ",,,https://www.marylandconservation.org/chispa
89,"La Academia de Defensores
","Defensores de la Cuenca

","La Academia de Defensores is a paid adult training program that builds
the capacity of participants around watershed-related issues through 
workshops, hands-on activities, and participant-led capstone projects.

?So far, Clase Alpha and Clase Beta have successfully 
completed their training. We're excited to continue training 
community leaders and encourage you to fill out our
 interest form below.","La Academia de Defensores es un programa remunerado de formación de adultos que capacita a los participantes en temas relacionados con las cuencas hidrográficas mediante talleres, actividades prácticas y proyectos finales dirigidos por los participantes.

Hasta ahora, la Clase Alfa y la Clase Beta han completado con éxito su formación. Nos complace seguir formando a líderes comunitarios y te animamos a que rellenes nuestro formulario de interés que encontrarás a continuación.",,202-240-2830,info@defensoresdelacuenca.org,"https://defensoresdelacuenca.org/la-academia-de-defensores
Interest Form: https://docs.google.com/forms/d/e/1FAIpQLSd3f5AGDQRByLkspk-4ddcV-rC5p-4GcQS-KMrIISCEfzPX0Q/viewform?usp=send_form"
90,Defensores Youth Corps,"Defensores de la Cuenca

","We have heard from the community! The needs are that we 
need to provide more opportunities for the youth to get involved, 
experience more of our natural world, and practically speaking, earn
 community service hours.

Almost all of our engagements provide opportunities for our area youth
 (middle school and up) to join us, have fun, learn about nature, have
 great experiences, and earn service hours.

Additionally, we offer a paid Green Jobs program for youths. For 12 
weeks participants will receive job training in various ""green"" jobs 
focusing on trees and tree planting, while also learning about community 
engagement, sharing information on nature and the environment.  
Join our squad. ","¡Hemos escuchado a la comunidad! Las necesidades son que tenemos que proporcionar más oportunidades para que los jóvenes participen, experimenten más de nuestro mundo natural, y en términos prácticos, ganar horas de servicio comunitario.

Casi todos nuestros compromisos ofrecen oportunidades para que los jóvenes de la zona (de secundaria en adelante) se unan a nosotros, se diviertan, aprendan sobre la naturaleza, vivan grandes experiencias y ganen horas de servicio.

Además, ofrecemos un programa remunerado de Empleos Verdes para jóvenes. Durante 12 semanas, los participantes recibirán formación laboral en diversos trabajos ""verdes"" centrados en los árboles y su plantación, a la vez que aprenden sobre el compromiso con la comunidad y comparten información sobre la naturaleza y el medio ambiente. Únete a nuestro equipo.",,202-240-2830,info@defensoresdelacuenca.org,"https://www.defensoresdelacuenca.org/defensores-youth-corps
Enrollment Form: https://docs.google.com/forms/d/e/1FAIpQLSfm9oNR3_SsnZmxCKjek2bCqGLlmqG3x9Dq-UMpunDWwzIjtg/viewform"
91,Latino Community Involvement,EcoLatinos,"EcoLatinos was born out of our passion for the environment and love for 
our Latino community. We are committed to social and environmental 
justice initiatives for all, especially in Spanish-speaking and under resourced 
communities. EcoLatinos works to engage, educate, and activate the Latino
communities of the Chesapeake Bay and the Mid-Atlantic Region. We 
support non-profit, private, and public organizations creating connections 
with a growing and potentially powerful stewards of the community.","EcoLatinos nació de nuestra pasión por el medio ambiente y el amor por nuestra comunidad latino. Estamos comprometidos con las iniciativas de justicia social y medioambiental para todos, especialmente en las comunidades que hablan Español y con pocos recursos. EcoLatinos trabaja para involucrar, educar y activar a las comunidades latinos de la Bahía de Chesapeake y la región del Atlántico Medio. Apoyamos a organizaciones sin ánimo de lucro, privadas y públicas que crean conexiones con una comunidad cada vez mayor y potencialmente poderosa.",,240-832-6090,info@ecolatinos.org,https://ecolatinos.org/about/#1603507311395-fa635bab-3402
92,Community Activism (Mailing List),"MAJC-MidAtlantic Justice Coalition

","We are a DC, Delaware, Maryland, and Virginia community-focused coalition
 that lives at the intersection of economic and environmental justice. We work
 collectively and strategically to create good economic opportunities for the 
employee, employer and community, with every person’s health and 
well-being as a top priority.","Somos una coalición centrada en la comunidad de DC, Delaware, Maryland y Virginia que vive en la intersección de la justicia económica y medioambiental. Trabajamos colectiva y estratégicamente para crear buenas oportunidades económicas para el empleado, el empresario y la comunidad, con la salud y el bienestar de cada persona como máxima prioridad.",,,,"Sign up form: https://www.midatlanticjustice.org/regionalsignup
MD Page: https://www.midatlanticjustice.org/maryland"
93,Various Environmental Programs,Nature Forward,"Our 125-year-old organization remains committed to our mission to inspire 
people across our region to appreciate, understand and protect their natural 
environment. Our vision, to create a larger and more diverse community of
 people who treasure the natural world and work to preserve it, remains the
 same.","Nuestra organización, con 125 años de historia, sigue comprometida con nuestra misión de inspirar a las personas de toda nuestra región para que aprecien, comprendan y protejan su entorno natural. Nuestra visión es crear una comunidad más amplia y diversa de personas que aprecien el mundo natural y trabajen para preservarlo, sigue siendo la misma.","Woodend Sanctuary – Headquarters
8940 Jones Mill Road
Chevy Chase, MD 20815",301-652-9188,contact@natureforward.org,https://natureforward.org/its-official-we-are-nature-forward/
94,One-Stop Shop / Service Center Hub,One-Stop Shop / Service Center Hub,,Government,Locating and assessing other services and resources available for Prince George’s County Residents.,Localizar y evaluar otros servicios y recursos disponibles para los residentes del Prince George's County.,"(301) 434-4890

1401 East University Blvd. Suite G1/Hyattsville, MD  20783 
In la Union Mall
",
95,Prince George's County Department of Social Services,Prince George's County Department of Social Services,"Supplemental Nutrition Assistance Program (SNAP), Child Support, Temporary Disability Assistance, Medical Assistance, Maryland Energy Assistance, Temporary Cash Assistance, Emergency Assistance to Families With Children",Government,"We provide opportunities for County residents to become independent, responsible, and stable community members.  We proudly serve families, children, and vulnerable adults.","Brindamos oportunidades a los residentes del Condado para que se conviertan en miembros independientes, responsables y estables de la comunidad.  Estamos orgullosos de servir a familias, niños y adultos vulnerables.","Phone number: 301-909-7000
Address: 
Northern Office
6505 Belcrest Rd, Hyattsville, MD 20782


Central Office
425 Brightseat Rd, Landover, MD 20785

Southern Office
4235 28th Ave, Temple Hills, MD 20748

Child, Adult & Family Services
925 Brightseat Rd, Landover, MD 20785

Langley Park MultiService Center
301-434-4890
1401 University Blvd E Langley Park, MD
",https://www.princegeorgescountymd.gov/departments-offices/social-services
96,"Various Environmental Programs by Nature Forward
",Paid Membership Environmental Work,Paid Membership Environmental Work,Non-gov,"Our 125-year-old organization remains committed to our mission to inspire people across our region to appreciate, understand and protect their natural environment. Our vision, to create a larger and more diverse community of people who treasure the natural world and work to preserve it, remains the same.
","Nuestra organización, con 125 años de historia, sigue comprometida con nuestra misión de inspirar a las personas de toda nuestra región para que aprecien, comprendan y protejan su entorno natural. Nuestra visión, crear una comunidad más amplia y diversa de personas que aprecien el mundo natural y trabajen para conservarlo, sigue siendo la misma.
","Woodend Sanctuary – Headquarters
8940 Jones Mill Road
Chevy Chase, MD 20815
Phone (301) 652-9188
contact@natureforward.org
",https://natureforward.org/its-official-we-are-nature-forward/
97,Prince George’s Community College,"GED preparation, developing basic skills in reading and math","GED preparation, developing basic skills in reading and math",Non-gov,"The Adult Education Program offers free GED® preparation and Basic Reading and Math classes. This program focuses on building essential reading, writing, and communication skills to pave the way for academic and personal success.","El Programa de Educación para Adultos ofrece clases gratuitas de preparación para el GED® y de Lectura y Matemáticas Básicas. Este programa se centra en el desarrollo de habilidades esenciales de lectura, escritura y comunicación para allanar el camino hacia el éxito académico y personal.","Phone number: 
301-546-8350

Address: 
ABE/GED Program, Adult Education
Prince George's Community College
Annex C, 301 Largo Road, Largo MD 20774
","www.pgcc.edu/go/ged

"
98,Prince George’s Community College,Adult ESOL Classes,Adult ESOL Classes,Non-gov,Prince George’s Community College offers a wide variety of ESL classes to support English language learners of various levels.,Prince George's Community College ofrece una amplia variedad de clases de ESL para apoyar a los estudiantes de inglés de varios niveles.,"Phone number: 
301-546-8350

Address: 
Prince George’s Community College, UTC Campus 
6505 Belcrest Rd., Suite 125
Hyattsville, MD 20782 
","https://www.pgcc.edu/go/esl/ 

"
99,Prince George’s Community College,Prince George’s Community College,"Literacy and Numeracy Tutoring ",Non-gov,Free Adult Basic Education tutoring for students who need assistance in developing and strengthening literacy skills.,Tutoría gratuita de Educación Básica de Adultos para estudiantes que necesitan ayuda para desarrollar y reforzar sus capacidades de alfabetización.,"Phone number: 
301-546-8350

Address: 
Prince George’s Community College, UTC Campus 
6505 Belcrest Rd., Suite 125
 Hyattsville, MD 20782 
","https://www.pgcc.edu/programs-courses/academic-divisions/professional-studies-and-community-education/literacy-classes-and-tutoring/ 

"
100,"Food, Disability Services, Federal Benefits Applications",The Arc PG County,"We provide information, referrals and application assistance to Prince George&#39;s County residents with disabilities and seniors 65 and older. Each Prince George’s County resident seeking assistance is provided a free benefit screening guide that explores several federal and state benefits.","1401 McCormick Drive, Largo, MD 20774",301-335-9681,Katherine Lopez- klopez@thearcofpgc.org/301-385-0213 or Lakwona Simmons- lsimmons@thearcofpgc.org/ 301-335-9681 (Seniors direct contact),https://www.thearcofpgc.org/,"Deparamos información, derivaciones y asistencia para la solicitud a los residentes del Prince George's County con discapacidades y a los mayores de 65 años. Cada residente del Prince George's County que solicita asistencia recibe una guía gratuita de selección de prestaciones que explora varias beneficios federales y estatales."
15,MARY’S CENTER - ADELPHI MD,MARY'S CENTER FOR MATERNAL AND CHILD CARE INC.,"Mary's Center is demonstrating how improved access to prenatal and 
pediatric care, coupled with sensitivity to culture and family","El Mary Center es una organización que brinda servicios integrales de atención médica, social y educativa a personas y familias de bajos recursos y desatendidas, todo ello combinado con sensibilidad hacia la cultura y la familia.",,202-483-8196,https://www.clgfgm.org/,https://www.maryscenter.org/
2,Community CHEER,CHEER Community Health and Empowerment,"Open for registration to people who live in the following zip codes: 
20901, 20901, and 20912","Abierto el plazo de inscripción a las personas que vivan en los siguientes códigos postales: 20901, 20901 y 20912","8720 Carroll Avenue New Hampshire Estates, MD 20903",301-589-3633,https://www.communitycheer.org/contact,https://www.foodhelpline.org/directory/resources/cle82eotr023z0d02bdgcxmuc
7,Food Pantry,Metropolitan Seventh-day Adventist Church,"Weekly free food giveaway to members of the church and the community
Distribution is first come, first served. Early arrival is strongly suggested
Covers residents of Hyattsville, MD","Distribución semanal gratuita de alimentos a los miembros de la iglesia y de la comunidad. La distribución se realiza por orden de llegada. Se recomienda llegar temprano. Cubre a los residentes de Hyattsville, MD","6307 Riggs Road Hyattsville, MD 20783",301-853-2224,https://www.mncppc.org/Facilities/Facility/Details/Langley-Park-Community-Center-24      https://www.metrosda.org/,"https://www.findhelp.org/provider/metropolitan-seventh-day-adventist-church
--hyattsville-md/4983711449743360?postal=20783"
